 it is,Year,Description,Category,Product Code,Product Code Type,Label/Brand,Vendor,Rating Version,Local,Local Description,Fair,Fair Description,Ecological,Ecological Description,Humane,Humane Description,Disqualifier,Disqualifier Description,Cost,Notes,Facility
1,2013,"APPLE,FUJI 88SZ WA EXTRA FANCY",produce,031-00027,unknown,,Charlie's Produce,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,19,,UW Housing and Food Services
1,2013,UMPQ IC MAPLE NUT,grocery,,unknown,,Transcold,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),18.9,soy,UW Housing and Food Services
1,2013,Tree Top Apple Jc 12z Frz,grocery,8020035,unknown,,Harbor Wholesale,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,17.4,,UW Housing and Food Services
1,2013,MUSHROOM SLCD,produce,68,unknown,SNOBO,AMERIFRESH - OSTROM MUSH#,1,yes,"Small, Independently Owned within 150 mi",no,,no,,na,,no,,17.15,,UW Housing and Food Services
1,2013,MUSHROOM SLCD,produce,68,unknown,SNOBO,AMERIFRESH - OSTROM MUSH#,1,yes,"Small, Independently Owned within 150 mi",no,,no,,na,,no,,17.15,,UW Housing and Food Services
1,2013,"POTATO,RED A",produce,024-01470,unknown,,Charlie's Produce,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,15.6,,UW Housing and Food Services
1,2013,BEANS LENTIL GRN,produce,13868,unknown,FSA02,COLUMBIA BEAN & PRODUCE C,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,14.74,,UW Housing and Food Services
1,2013,"RUTABAGA,LOOSE",produce,016-02580,unknown,,Charlie's Produce,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,13.9,,UW Housing and Food Services
1,2013,Bob`s L/S Red Mill White Cornmeal Medium Grind',grocery,,unknown,,Merlino,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,13.7,,UW Housing and Food Services
1,2013,"BEET,RED TOPPED POLY",produce,016-02552,unknown,,Charlie's Produce,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,11.9,,UW Housing and Food Services
1,2013,SUGAR RAW,grocery,101537,unknown,,MERLINO'S FINE FOODS,1,yes,"Small, Independently Owned within 150 mi",no,,no,,na,,no,,10.45,,UW Housing and Food Services
1,2013,Peas Petite IQF,grocery,4149348620,unknown,FSA02,National Frozen Foods Cor,1,yes,Producer and 50% of ingredients within 250 mi,no,,no,,na,,no,,10.4,,UW Housing and Food Services
1,2013,"MUSHROOM,SLICED THICK B",produce,016-02126,unknown,,Charlie's Produce,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,10.4,,UW Housing and Food Services
1,2013,PEPPERS CHERRY SWT,grocery,5040,unknown,FSA02,PLEASANT VALLEY FARMS,1,yes,"Small, Independently Owned within 150 mi",no,,no,,na,,no,,9.9,,UW Housing and Food Services
1,2013,UMPQ IC FRENCH VANILA,grocery,,unknown,,Transcold,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,yes,Contains high fructose corn syrup,9.45,hfcs,UW Housing and Food Services
1,2013,"POTATO,RED A",produce,031-02351,unknown,,Charlie's Produce,1,yes,"Small, Independently Owned within 250 mi",no,,no,,na,,no,,1.75,,UW Housing and Food Services
1,2013,0204: MS 2% HG (9/CS),dairy,,unknown,Medosweet,Medosweet,1,yes,"Small, Independently Owned within 150 mi",no,,no,,no,,no,,20568.57,Smith Brothers' Distribution,UW Housing and Food Services
1,2013,PANCAKE MIX BUTTERMILK SHEPHERDS GRAIN,grocery,731-5634,unknown,KRUST,CONTINENTAL MILLS INC,1,no,,no,Single-source product confirmed in writing,yes,"Food Alliance Certified 
",na,,no,,1465.89,,UW Housing and Food Services
1,2013,Baby leeks (white spring onion),produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,562.64,,UW Housing and Food Services
1,2013,spinach,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,488.85,,UW Housing and Food Services
1,2013,cilantro,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,379.5,,UW Housing and Food Services
1,2013,CORNBREAD MIX HS SHEPHERDS GRAIN,grocery,734-6686,unknown,KRUST,CONTINENTAL MILLS INC,1,no,,no,Single-source product confirmed in writing,yes,"Food Alliance Certified 
",na,,no,,344.52,,UW Housing and Food Services
1,2013,"carrots, bunched",produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,262.2,,UW Housing and Food Services
1,2013,"chard, "Bright Lights"""hard, "Bright ""ard, "B""r",produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,216.31,,UW Housing and Food Services
1,2013,tomatos,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,138,,UW Housing and Food Services
1,2013,"Beets, w/tops",produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,117.3,,UW Housing and Food Services
1,2013,BROWNIE MIX FUDGE SHEPHERDS GRAIN,grocery,732-7663,unknown,KRUST,CONTINENTAL MILLS INC,1,no,,no,Single-source product confirmed in writing,yes,"Food Alliance Certified 
",na,,no,,114.24,,UW Housing and Food Services
1,2013,'House Of Bee Pure Sesame Oil',grocery,,unknown,,Merlino,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,no,,na,,no,,89.88,,UW Housing and Food Services
1,2013,collards,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,58.5,,UW Housing and Food Services
1,2013,rainbow chard,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,41.33,,UW Housing and Food Services
1,2013,'PNW Black Lentils',grocery,,unknown,,Merlino,1,yes,"Small, Independently Owned within 250 mi",yes,Single-source product confirmed in writing,no,,na,,no,,37.16,,UW Housing and Food Services
1,2013,new potatoes,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,32.39,,UW Housing and Food Services
1,2013,collards,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,21.17,,UW Housing and Food Services
1,2013,Blue Bird Farms Farro Eastern Washington',grocery,,unknown,,Merlino,1,yes,"Small, Independently Owned within 250 mi",no,,yes,USDA Certified Organic,na,,no,,17.79,,UW Housing and Food Services
1,2013,"Beets, bunched",produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,9.93,,UW Housing and Food Services
1,2013,arugula,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,8.29,,UW Housing and Food Services
1,2013,leeks,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,8.24,,UW Housing and Food Services
1,2013,parsley,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,6.56,,UW Housing and Food Services
1,2013,parsley,produce,,unknown,,UW Farm,1,yes,"Small, Independently Owned within 150 mi",yes,Single-source product confirmed in writing,yes,Campus Farm/Garden,na,,no,,4.68,,UW Housing and Food Services
1,2013,COFFEE WHL BN ESPRESSO ORGANIC,teacoffee,193301,unknown,TULLY,GREEN MOUNTAIN COFFEE,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,16098.52,,UW Housing and Food Services
1,2013,COFFEE COMPADRE ORGANIC,teacoffee,151621,unknown,TULLY,GREEN MOUNTAIN COFFEE,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,10030.89,,UW Housing and Food Services
1,2013,HONEST TEA,beverages,,unknown,,Coca Cola,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,7273.98,,
1,2013,COFFEE GRD HOUSE FAIR TRADE ORG,teacoffee,4492,unknown,GRNMT,GREEN MOUNTAIN COFFEE,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,3303.71,,UW Housing and Food Services
1,2013,TEA BAG EARL GREY AGED,teacoffee,10710,unknown,,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,1866.75,,UW Housing and Food Services
1,2013,Organic Espresso 2#,teacoffee,,unknown,,Fidalgo Bay Coffee,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,1814.4,,UW Housing and Food Services
1,2013,Organic Decaf 20/1#,teacoffee,,unknown,,Fidalgo Bay Coffee,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,1254.6,,UW Housing and Food Services
1,2013,TEA BAG JASMINE MONKEY KING,teacoffee,10108,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,597.39,,UW Housing and Food Services
1,2013,TEA BAG BKFST BLND MORNG,teacoffee,10220,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,572.47,,UW Housing and Food Services
1,2013,TEA BAG MINT MOROCCAN SIMPLE,teacoffee,10104,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,547.58,,UW Housing and Food Services
1,2013,COFFEE GRD COMPADRE BLND ORG,teacoffee,151605,unknown,TULLY,GREEN MOUNTAIN COFFEE,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,545.28,,UW Housing and Food Services
1,2013,TEA BAG GUNPWDR GRN,teacoffee,10109,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,472.91,,UW Housing and Food Services
1,2013,TEA BAG GLDN CHAI SPICD ASSAM,teacoffee,10180,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,472.91,,UW Housing and Food Services
1,2013,COFFEE DECAF FRNCH RST FAIR TRADE ORG,teacoffee,71691,unknown,GRNMT,GREEN MOUNTAIN COFFEE,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,422.23,,UW Housing and Food Services
1,2013,TEA BAG CHAMOMILE LEMON SWTMDW,teacoffee,10150,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,398.24,,UW Housing and Food Services
1,2013,Organic French Roast 2#,teacoffee,,unknown,,Fidalgo Bay Coffee,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,388.8,,UW Housing and Food Services
1,2013,TEA BAG ORNG SPICE MNLGT SPC,teacoffee,10240,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,273.79,,UW Housing and Food Services
1,2013,Organic Decaf 2#,teacoffee,,unknown,,Fidalgo Bay Coffee,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,270.4,,UW Housing and Food Services
1,2013,TEA BAG DARJEELING BERRY BLK,teacoffee,10230,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,224.01,,UW Housing and Food Services
1,2013,COFFEE DECAF WHL BN ESPRO ORG,teacoffee,194101,unknown,TULLY,GREEN MOUNTAIN COFFEE,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,157.53,,UW Housing and Food Services
1,2013,TEA BAG RAINFRST GRN,teacoffee,10250,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,128.6,,UW Housing and Food Services
1,2013,TEA BAG RUBY CHAI ROOIBOS ORG,teacoffee,10200,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,124.45,,UW Housing and Food Services
1,2013,BAR JOCALAT CHOC MINT,grocery,63937,unknown,Larabar,UNITED NATURAL FOODS-SUR,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,41.98,,UW Housing and Food Services
1,2013,TEA DECAF INDIAN NIGHT BLK VAN,teacoffee,10270,unknown,NUMI,NUMI ORGANIC TEA,1,no,,yes,Fair Trade Certified by Fair Trade USA ,yes,USDA Certified Organic,na,,no,,24.89,,UW Housing and Food Services
1,2013,Ethiopia Harrar FTO,teacoffee,,unknown,,Atlas Coffee Co,1,no,,yes,Fair Trade Certified by Fair Labeling Organization,yes,Fair Trade Certified,na,,no,,43,,UW Housing and Food Services
1,2013,Rwanda Abakundakawa,teacoffee,,unknown,,Atlas Coffee Co,1,no,,yes,Fair Trade Certified by Fair Labeling Organization,yes,Fair Trade Certified,na,,no,,41.5,,UW Housing and Food Services
1,2013,Honduras COCAFELOL Francisco Moran,teacoffee,,unknown,,Atlas Coffee Co,1,no,,yes,Fair Trade Certified by Fair Labeling Organization,yes,Fair Trade Certified,na,,no,,38,,UW Housing and Food Services
1,2013,Salted Almond 45% Milk Chocolate,grocery,03.07.013.003,unknown,,Theo Chocolate,1,no,,yes,Fair for Life Certified by IMO,yes,USDA Certified Organic,na,,no,,259.2,,UW Housing and Food Services
1,2013,45% Milk Chocolate,grocery,03.07.004.003,unknown,,Theo Chocolate,1,no,,yes,Fair for Life Certified by IMO,yes,USDA Certified Organic,na,,no,,259.2,,UW Housing and Food Services
1,2013,TOMATOES ROMA FIRM,produce,,unknown,LIPMAN,AMERIFRESH,1,no,,yes,Fair Foods Standards Council Fair Food Program,no,,na,,no,,208.53,,UW Housing and Food Services
1,2013,Dried Basil,grocery,,unknown,,Pagliacci Commissary,1,no,,no,,no,,na,,no,,33.2,,UW Housing and Food Services
1,2013,Nbc Cin Teddy Grahms,grocery,5870125,unknown,Nabisco,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,33.18,,UW Housing and Food Services
1,2013,"TORTILLA CORN 6" YLW THIN NTF""ORTILLA CORN ",grocery,4149341909,unknown,RIO 1,RESERS FINE FOODS INC###,1,no,,no,,no,,na,,no,,33.15,,UW Housing and Food Services
1,2013,SPICE CELERY SEED WHL,grocery,10914,unknown,CUSEC,ACH FOOD COMPANIES INC,1,no,,no,,no,,na,,no,,33.01,,UW Housing and Food Services
1,2013,Nicaragua Finca Un Regalo De Dios Luis Alberto Balladerez,teacoffee,,unknown,,Atlas Coffee Co,1,no,,no,,no,,na,,no,,33,,UW Housing and Food Services
1,2013,'MT Oly/Crumbled Feta (Cow Milk-No Rbst)',dairy,,unknown,,Merlino,1,no,,no,,no,,na,,no,,33,,UW Housing and Food Services
1,2013,Cakemate Rainbow Sprinx,grocery,1240098,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),32.96,,UW Housing and Food Services
1,2013,70633 - NYBB PREM BB 6,baked,70633,unknown,,Franz Bakery,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,32.89,,UW Housing and Food Services
1,2013,Don Miguel Burrito Chorizo,grocery,8301392,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),32.88,,UW Housing and Food Services
1,2013,Don Miguel Burrito Stk/Jalp,grocery,8300566,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),32.88,,UW Housing and Food Services
1,2013,Berry Tea Biscuit,baked,,unknown,,Flying Apron Bakery,1,no,,no,,no,,na,,no,,32.76,"Brown rice flour was eco-farmed, but this can't count for ecological",UW Housing and Food Services
1,2013,Spitz Seeds Dill Pickle,grocery,981961,unknown,Spitz,Harbor Wholesale,1,no,,no,,no,,na,,no,,32.76,,UW Housing and Food Services
1,2013,12oz SK Salsitas/0154/12pk,grocery,4851500,unknown,,Tim's Cascade,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),32.64,,UW Housing and Food Services
1,2013,Sp Supr Cinnamon Ground,grocery,1270098,unknown,Spice Supreme,Harbor Wholesale,1,no,,no,,no,,na,,no,,32.64,,UW Housing and Food Services
1,2013,Sp Supr Garlic Powder,grocery,1270190,unknown,Spice Supreme,Harbor Wholesale,1,no,,no,,no,,na,,no,,32.64,,UW Housing and Food Services
1,2013,'Packer Pink Curing Salt (Salt Peter)',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,32.6,,UW Housing and Food Services
1,2013,Guatemala Ixil A'achimbal,teacoffee,,unknown,,Atlas Coffee Co,1,no,,no,,no,,na,,no,,32.5,,UW Housing and Food Services
1,2013,'Merlino Smoked Paprika (Bulk)',grocery,,unknown,Merlino,Merlino,1,no,,no,,no,,na,,no,,32.49,,UW Housing and Food Services
1,2013,MUSTARD DISP PK,grocery,652000,unknown,HEINZ,HEINZ NO/PORTION PAC,1,no,,no,,no,,na,,no,,32.44,,UW Housing and Food Services
1,2013,RAVIOLI SMK CHS SNDRD TOM 285CT NTF,grocery,70712,unknown,,WINDSOR FOODS,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),32.4,soybean oil,UW Housing and Food Services
1,2013,Del Monte Gold Crm Corn 14.75z,grocery,4000000,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),32.25,,UW Housing and Food Services
1,2013,Tabasco Grn Pepper Sauce,grocery,3648423,unknown,Tabasco,Harbor Wholesale,1,no,,no,,no,,na,,no,,32.23,,UW Housing and Food Services
1,2013,SCONE MIX & SHORTCAKE NTF,grocery,759-0600,unknown,KRUST,CONTINENTAL MILLS INC,1,no,,no,,no,,na,,no,,32.22,,UW Housing and Food Services
1,2013,SAUCE TABASCO CHIPOTLE PEPPER,grocery,797,unknown,TABAS,MCILHENNY COMPANY,1,no,,no,,no,,na,,no,,32.18,,UW Housing and Food Services
1,2013,Lindsay Med Pit Olive 6z,grocery,3540024,unknown,Lindsay,Harbor Wholesale,1,no,,no,,no,,na,,no,,31.97,,UW Housing and Food Services
1,2013,IB Duos Mints Raspberry,grocery,700001,unknown,Ice Breakers,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),31.89,contains soy,UW Housing and Food Services
1,2013,SYRUP LIME,grocery,14,unknown,DA VI,KERRY FOODSERVICE,1,no,,no,,no,,na,,no,,31.82,,UW Housing and Food Services
1,2013,CEREAL CHEERIOS NTF,grocery,11977,unknown,GEN M,GENERAL MILLS INC,1,no,,no,,no,,na,,no,,31.72,,UW Housing and Food Services
1,2013,Eclipse Plt Spearmint,grocery,720006,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,31.7,,UW Housing and Food Services
1,2013,Amazona L/S Aji Amarillo Salsa (Yellow Hot Pepper Sauce)',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,31.65,,UW Housing and Food Services
1,2013,SPICE SALT PKT PAPER .75GM,grocery,499285,unknown,,SUGAR FOODS CORP,1,no,,no,,no,,na,,no,,31.64,,UW Housing and Food Services
1,2013,Ans Meiji Yan Yan Vanilla,grocery,891381,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Partially Hydrogenated Oil (trans fats),31.52,,UW Housing and Food Services
1,2013,SAUCE CHILI,grocery,511800,unknown,HEINZ,HEINZ NO/PORTION PAC,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,31.46,HFCS,UW Housing and Food Services
1,2013,Heinz Cider Vinegar 16z,grocery,3760041,unknown,Heinz,Harbor Wholesale,1,no,,no,,no,,na,,no,,31.44,,UW Housing and Food Services
1,2013,NBC SS Belvita Blueberry,grocery,1000001,unknown,Nabisco,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),31.44,,UW Housing and Food Services
1,2013,Laf Taffy Ropes Apple,grocery,884130,unknown,Laffy Taffy,Harbor Wholesale,1,no,,no,,no,,na,,yes,,31.36,,UW Housing and Food Services
1,2013,Laf Taffy Ropes Cherry,grocery,886752,unknown,Laffy Taffy,Harbor Wholesale,1,no,,no,,no,,na,,no,,31.36,,UW Housing and Food Services
1,2013,PINEAPPLE SLCD IN JCE 66CT,grocery,3890000255,unknown,Dole,DOLE PACKAGED FOODS CO,1,no,,no,,no,,na,,no,,31.34,,UW Housing and Food Services
1,2013,'Packer Woodear Mushrooms Dried - Strips',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,31.3,,UW Housing and Food Services
1,2013,"APPLE,FUJI US EX FANCY",produce,011-01927,unknown,,Charlie's Produce,1,no,,no,,no,,na,,no,,31.07,,UW Housing and Food Services
1,2013,PIE LM MERINGUE LYR,grocery,7182,unknown,CHEFP,HILLSHIRE BRANDS/BAKERY,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,31.05,HFCS,UW Housing and Food Services
1,2013,Nab Crm Of Wheat Quick 28z,grocery,6080029,unknown,Nabisco,Harbor Wholesale,1,no,,no,,no,,na,,no,,30.96,,UW Housing and Food Services
1,2013,Dav Pumpkin Seeds 2.25z,grocery,981702,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,30.93,,UW Housing and Food Services
1,2013,Xtremes Blue Rasp,grocery,907967,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,30.9,,UW Housing and Food Services
1,2013,PASTE TOMATO,grocery,2700038811,unknown,HUNTS,CONAGRA FOODS CULINARY DR,1,no,,no,,no,,na,,no,,30.81,,UW Housing and Food Services
1,2013,'Monin Habanero Lime Syrup',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,30.5,,UW Housing and Food Services
1,2013,8oz SOH PB Prz San/029670/12pk,grocery,4868100,unknown,,Tim's Cascade,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),30.36,,UW Housing and Food Services
1,2013,8oz SOH PB Prz San/029670/12pk,grocery,4868100,unknown,,Tim's Cascade,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),30.36,,UW Housing and Food Services
1,2013,8oz SOH PB Prz San/029670/12pk,grocery,4868100,unknown,,Tim's Cascade,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),30.36,,UW Housing and Food Services
1,2013,8oz SOH PB Prz San/029670/12pk,grocery,4868100,unknown,,Tim's Cascade,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),30.36,,UW Housing and Food Services
1,2013,Trolli Sour Brite Rocks,grocery,1043109,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,30.33,,UW Housing and Food Services
1,2013,'Sunny Bulgur Wheat',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,30.32,,UW Housing and Food Services
1,2013,Krusteaz Bm Pancake 2lb,grocery,6060036,unknown,Krusteaz,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),30.29,local at Continental Mills in Tacoma,UW Housing and Food Services
1,2013,'Shirakiku Inaka Udon,grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,30.24,,UW Housing and Food Services
1,2013,Dav Ranch 5.25z Sf Seeds,grocery,983586,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),30.22,,UW Housing and Food Services
1,2013,COOKIE FORTUNE BULK,grocery,27092,unknown,LOTUS,GOLDEN PHEASANT FOODS LLC,1,no,,no,,no,,na,,no,,30.18,,UW Housing and Food Services
1,2013,Wonka Puckerooms Gummy Hb,grocery,1021717,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,30.14,,UW Housing and Food Services
1,2013,Chef 15z Beefaroni,grocery,4260232,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,30.1,,UW Housing and Food Services
1,2013,FRIES WM WAFFLE CUT NTF,grocery,BCI195,unknown,,MCCAIN FOODSERVICE INC,1,no,,no,,no,,na,,no,,30.08,,UW Housing and Food Services
1,2013,Hummus,grocery,,unknown,,Neato-Burrito,1,no,,no,,no,,na,,no,,30,,UW Housing and Food Services
1,2013,Hummus,grocery,,unknown,,Neato-Burrito,1,no,,no,,no,,na,,no,,30,,UW Housing and Food Services
1,2013,Hummus,grocery,,unknown,,Neato-Burrito,1,no,,no,,no,,na,,no,,30,,UW Housing and Food Services
1,2013,Hummus,grocery,,unknown,,Neato-Burrito,1,no,,no,,no,,na,,no,,30,,UW Housing and Food Services
1,2013,ROLL DINNER ARTISAN ASST PARBK,baked,42470,unknown,BAKE5,RALCORP BAKERY PRODUCTS##,1,no,,no,,no,,na,,no,,29.89,,UW Housing and Food Services
1,2013,'Merlino Clove-Whole',grocery,,unknown,Merlino,Merlino,1,no,,no,,no,,na,,no,,29.78,,UW Housing and Food Services
1,2013,70643 - NYBB CINN MINI 12,baked,70643,unknown,,Franz Bakery,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,29.59,,UW Housing and Food Services
1,2013,Extra Ptp Peppermint,grocery,722461,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,29.52,,UW Housing and Food Services
1,2013,Extra Ptp Polar Ice,grocery,722459,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains high fructose corn syrup,29.52,,UW Housing and Food Services
1,2013,'Allen Black Turtle Beans',grocery,,unknown,,Merlino,1,no,,no,,no,,na,,no,,29.51,,UW Housing and Food Services
1,2013,WONTON WRAPPER,grocery,,unknown,,SEASIA ##############,1,no,,no,,no,,na,,no,,29.46,,UW Housing and Food Services
1,2013,Plan Tube Cashews,grocery,982229,unknown,Planters,Harbor Wholesale,1,no,,no,,no,,na,,no,,29.18,,UW Housing and Food Services
1,2013,Tootsie Pops Assorted,grocery,620280,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),29.16,,UW Housing and Food Services
1,2013,Wylers Chicken Cubes,meat,1340027,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,yes,Contains Genetically Modified Organisms (GMOs),29.16,,UW Housing and Food Services
1,2013,MARSHMALLOW LRG WHT,grocery,69966116,unknown,JET P,DOT FOODS INC,1,no,,no,,no,,na,,no,,28.94,,UW Housing and Food Services
1,2013,Flav-R-Pk 16z Grn Beans,grocery,8100413,unknown,,Harbor Wholesale,1,no,,no,,no,,na,,no,,28.86,,UW Housing and Food Services
